,Airline,Total_Stops,Price,j_month,j_date,a_total_min,d_total_min,dur_min,dur_hour,Banglore,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,s_Banglore,s_Chennai,s_Delhi,s_Kolkata,s_Mumbai
315,1,2,13465,6,6,1155,1125,30,24,0,1,0,0,0,0,0,0,1,0,0
316,8,0,3543,5,21,1205,1065,20,2,0,0,0,0,1,0,0,1,0,0,0
317,6,1,7198,6,27,90,1140,30,6,0,1,0,0,0,0,0,0,1,0,0
318,4,1,10262,6,1,265,480,25,20,0,1,0,0,0,0,0,0,1,0,0
319,3,0,4148,3,15,1075,920,35,2,1,0,0,0,0,0,0,0,0,1,0
320,4,0,8016,6,27,1090,915,55,2,0,0,1,0,0,0,1,0,0,0,0
321,4,1,10262,6,9,265,1370,35,5,0,1,0,0,0,0,0,0,1,0,0
322,8,0,3841,6,15,1045,895,30,2,1,0,0,0,0,0,0,0,0,1,0
323,4,1,11507,3,12,30,585,45,14,0,0,0,0,0,1,1,0,0,0,0
324,4,1,14781,5,1,1245,505,20,12,1,0,0,0,0,0,0,0,0,1,0
325,4,1,16079,5,27,1140,1050,30,25,0,1,0,0,0,0,0,0,1,0,0
326,4,1,12898,5,27,265,1370,35,5,0,1,0,0,0,0,0,0,1,0,0
327,6,1,15353,3,6,1155,450,45,11,0,1,0,0,0,0,0,0,1,0,0
328,3,0,7303,3,24,1280,1105,55,2,0,0,0,0,0,1,1,0,0,0,0
329,8,1,6197,3,24,1245,905,40,5,1,0,0,0,0,0,0,0,0,1,0
330,1,1,8996,6,9,795,550,5,4,1,0,0,0,0,0,0,0,0,1,0
331,3,1,6528,3,21,1340,860,0,8,0,1,0,0,0,0,0,0,1,0,0
332,2,0,4239,4,9,1420,1255,45,2,0,0,1,0,0,0,1,0,0,0,0
333,3,0,4148,3,12,1385,1225,40,2,1,0,0,0,0,0,0,0,0,1,0
334,8,0,3971,5,24,5,1270,55,2,0,0,1,0,0,0,1,0,0,0,0
335,0,1,5192,5,6,1410,455,55,15,1,0,0,0,0,0,0,0,0,1,0
336,4,2,9483,4,9,755,805,10,23,0,1,0,0,0,0,0,0,1,0,0
337,4,2,18804,6,3,1140,700,20,7,0,1,0,0,0,0,0,0,1,0,0
338,1,0,5201,6,18,480,310,50,2,0,1,0,0,0,0,0,0,1,0,0
339,4,1,16079,5,27,1140,690,30,7,0,1,0,0,0,0,0,0,1,0,0
340,4,0,7229,6,15,1370,1190,0,3,0,0,1,0,0,0,1,0,0,0,0
341,6,1,6795,5,27,90,1065,45,7,0,1,0,0,0,0,0,0,1,0,0
342,4,1,10953,5,9,655,575,20,25,1,0,0,0,0,0,0,0,0,1,0
343,6,2,15965,6,24,90,905,25,10,0,1,0,0,0,0,0,0,1,0,0
344,1,2,9968,4,9,1155,775,20,30,0,1,0,0,0,0,0,0,1,0,0
345,3,0,4804,6,6,50,1335,35,2,1,0,0,0,0,0,0,0,0,1,0
346,4,1,16079,5,27,1140,600,0,9,0,1,0,0,0,0,0,0,1,0,0
347,4,2,11507,6,12,755,1285,10,15,0,1,0,0,0,0,0,0,1,0,0
348,1,2,11542,6,9,825,565,20,28,1,0,0,0,0,0,0,0,0,1,0
349,4,0,7229,4,24,1245,1065,0,3,0,0,1,0,0,0,1,0,0,0,0
350,4,0,4544,4,27,525,360,45,2,0,0,1,0,0,0,1,0,0,0,0
351,3,1,6496,5,15,605,310,55,4,0,1,0,0,0,0,0,0,1,0,0
352,3,0,4804,6,15,5,1285,40,2,1,0,0,0,0,0,0,0,0,1,0
353,1,1,13439,3,1,555,665,10,22,0,0,0,0,0,1,1,0,0,0,0
354,4,1,6540,3,27,265,1095,10,10,0,1,0,0,0,0,0,0,1,0,0
355,3,0,4591,6,1,140,1410,50,2,0,0,1,0,0,0,1,0,0,0,0
356,3,1,4437,3,18,1235,975,20,4,0,0,0,0,0,1,1,0,0,0,0
357,0,1,6151,3,21,430,1210,0,11,0,1,0,0,0,0,0,0,1,0,0
358,4,0,7754,6,21,1245,1065,0,3,0,0,1,0,0,0,1,0,0,0,0
359,4,1,10262,6,24,755,840,35,22,0,1,0,0,0,0,0,0,1,0,0
360,4,0,8016,6,9,1320,1135,5,3,0,0,1,0,0,0,1,0,0,0,0
361,8,0,4781,3,24,575,415,40,2,1,0,0,0,0,0,0,0,0,1,0
362,10,0,4668,6,27,860,690,50,2,0,0,1,0,0,0,1,0,0,0,0
363,1,1,14594,3,6,535,710,5,21,0,0,0,0,0,1,1,0,0,0,0
364,4,1,14231,3,24,285,1015,50,11,1,0,0,0,0,0,0,0,0,1,0
365,1,1,8425,5,15,410,315,35,25,0,1,0,0,0,0,0,0,1,0,0
366,6,1,9646,6,12,1350,425,25,15,0,1,0,0,0,0,0,0,1,0,0
367,3,0,7295,3,3,1025,880,25,2,0,0,0,0,1,0,0,1,0,0,0
368,0,1,5162,4,9,630,410,40,3,1,0,0,0,0,0,0,0,0,1,0
369,3,0,6860,3,9,1280,1105,55,2,0,0,0,0,0,1,1,0,0,0,0
370,10,0,6216,4,15,550,360,10,3,0,1,0,0,0,0,0,0,1,0,0
371,0,1,5192,5,24,1165,455,50,11,1,0,0,0,0,0,0,0,0,1,0
372,3,0,4823,4,9,1370,1200,50,2,0,0,1,0,0,0,1,0,0,0,0
373,8,0,3919,4,3,740,570,50,2,0,0,1,0,0,0,1,0,0,0,0
374,3,0,2754,6,3,1235,1145,30,1,0,0,0,1,0,0,0,0,0,0,1
375,6,1,9315,5,9,1140,450,30,11,0,1,0,0,0,0,0,0,1,0,0
376,6,1,11667,3,27,1130,600,50,8,0,1,0,0,0,0,0,0,1,0,0
377,4,1,6224,6,12,280,505,15,20,1,0,0,0,0,0,0,0,0,1,0
378,1,2,13349,3,24,335,565,10,20,1,0,0,0,0,0,0,0,0,1,0
379,4,1,11087,3,18,540,1015,5,16,0,0,0,0,0,1,1,0,0,0,0
380,6,1,15603,3,6,95,780,35,12,0,1,0,0,0,0,0,0,1,0,0
381,4,2,15129,5,9,755,1170,5,17,0,1,0,0,0,0,0,0,1,0,0
382,3,0,4823,4,9,1195,1015,0,3,0,0,1,0,0,0,1,0,0,0,0
383,10,1,8452,5,1,1360,430,30,15,1,0,0,0,0,0,0,0,0,1,0
384,6,1,12524,6,6,1140,450,30,11,0,1,0,0,0,0,0,0,1,0,0
385,8,0,3384,3,27,1205,1065,20,2,0,0,0,0,1,0,0,1,0,0,0
386,4,1,10262,6,1,1140,1155,45,23,0,1,0,0,0,0,0,0,1,0,0
387,8,0,1965,6,18,885,795,30,1,0,0,0,1,0,0,0,0,0,0,1
388,3,0,4804,5,18,50,1335,35,2,1,0,0,0,0,0,0,0,0,1,0
389,4,1,16079,5,27,1140,1095,45,24,0,1,0,0,0,0,0,0,1,0,0
390,4,2,13292,6,1,1140,1285,35,21,0,1,0,0,0,0,0,0,1,0,0
391,0,1,6751,5,9,805,475,30,5,0,1,0,0,0,0,0,0,1,0,0
392,1,1,8669,5,15,1155,420,15,12,0,1,0,0,0,0,0,0,1,0,0
393,3,1,14871,3,3,95,1050,5,8,0,1,0,0,0,0,0,0,1,0,0
394,4,1,12898,5,21,1140,840,0,5,0,1,0,0,0,0,0,0,1,0,0
395,8,0,3919,6,6,740,570,50,2,0,0,1,0,0,0,1,0,0,0,0
396,6,1,36983,3,1,1155,770,25,6,0,1,0,0,0,0,0,0,1,0,0
397,3,0,3597,6,3,1315,1175,20,2,0,0,0,0,1,0,0,1,0,0,0
398,1,0,10741,3,9,1185,1020,45,2,0,0,0,0,0,1,1,0,0,0,0
399,1,2,11432,6,6,335,1010,45,12,1,0,0,0,0,0,0,0,0,1,0
400,4,1,11087,3,12,645,1135,50,15,0,0,0,0,0,1,1,0,0,0,0
401,4,2,13292,6,3,755,575,0,27,0,1,0,0,0,0,0,0,1,0,0
402,1,3,10493,6,15,460,315,25,26,0,1,0,0,0,0,0,0,1,0,0
403,2,0,7631,3,9,640,465,55,2,0,0,0,0,0,1,1,0,0,0,0
404,1,2,13381,6,6,460,410,50,24,0,1,0,0,0,0,0,0,1,0,0
405,4,1,13731,6,6,280,1200,40,8,1,0,0,0,0,0,0,0,0,1,0
406,1,2,11911,5,21,460,355,45,25,0,1,0,0,0,0,0,0,1,0,0
407,3,0,4591,4,18,140,1410,50,2,0,0,1,0,0,0,1,0,0,0,0
408,6,1,14848,6,3,1155,780,15,6,0,1,0,0,0,0,0,0,1,0,0
409,6,1,8266,6,12,1155,525,30,10,0,1,0,0,0,0,0,0,1,0,0
410,1,2,12392,5,18,1155,1035,0,26,0,1,0,0,0,0,0,0,1,0,0
411,4,1,13044,6,12,720,1135,5,17,1,0,0,0,0,0,0,0,0,1,0
412,4,1,12898,5,21,265,425,20,21,0,1,0,0,0,0,0,0,1,0,0
413,4,1,12242,3,21,265,1370,35,5,0,1,0,0,0,0,0,0,1,0,0
414,3,0,3943,5,18,780,610,50,2,0,0,1,0,0,0,1,0,0,0,0
415,10,1,11105,3,24,1330,1220,50,25,1,0,0,0,0,0,0,0,0,1,0
416,4,1,14388,5,12,560,1270,10,12,1,0,0,0,0,0,0,0,0,1,0
417,4,2,13014,5,18,755,1170,5,17,0,1,0,0,0,0,0,0,1,0,0
418,6,1,15411,3,6,1130,620,30,8,0,1,0,0,0,0,0,0,1,0,0
419,4,1,16289,3,9,1130,1185,5,23,0,1,0,0,0,0,0,0,1,0,0
420,3,1,6442,5,15,970,410,20,9,0,1,0,0,0,0,0,0,1,0,0
421,4,1,10844,5,18,980,505,55,7,1,0,0,0,0,0,0,0,0,1,0
422,4,0,5678,5,18,710,620,30,1,0,0,0,1,0,0,0,0,0,0,1
423,3,0,6906,4,12,140,1410,50,2,0,0,1,0,0,0,1,0,0,0,0
424,8,0,3543,5,21,720,585,15,2,0,0,0,0,1,0,0,1,0,0,0
425,4,1,14714,6,6,1140,540,0,10,0,1,0,0,0,0,0,0,1,0,0
426,11,0,11793,3,3,1115,960,35,2,0,0,0,0,0,1,1,0,0,0,0
427,6,1,14323,5,15,1155,690,45,7,0,1,0,0,0,0,0,0,1,0,0
428,8,0,3971,4,9,5,1270,55,2,0,0,1,0,0,0,1,0,0,0,0
429,10,1,8452,5,6,1360,1220,20,26,1,0,0,0,0,0,0,0,0,1,0
430,10,0,5403,4,12,580,420,40,2,0,0,1,0,0,0,1,0,0,0,0
431,6,1,13727,5,9,1260,600,0,11,0,1,0,0,0,0,0,0,1,0,0
432,1,2,12639,4,1,325,600,25,19,1,0,0,0,0,0,0,0,0,1,0
433,4,0,5198,4,18,1090,915,55,2,0,0,1,0,0,0,1,0,0,0,0
434,10,0,4878,6,1,1335,1170,45,2,0,0,1,0,0,0,1,0,0,0,0
435,4,1,12373,5,18,1140,1185,15,23,0,1,0,0,0,0,0,0,1,0,0
436,6,1,8552,3,3,970,430,0,9,0,1,0,0,0,0,0,0,1,0,0
437,10,0,6741,4,21,1070,880,10,3,0,1,0,0,0,0,0,0,1,0,0
438,6,1,6481,4,9,1155,770,25,6,0,1,0,0,0,0,0,0,1,0,0
439,6,1,7354,6,6,1155,635,40,8,0,1,0,0,0,0,0,0,1,0,0
440,1,0,5228,4,21,1435,1265,50,2,0,0,1,0,0,0,1,0,0,0,0
441,4,1,10844,5,12,1245,505,20,12,1,0,0,0,0,0,0,0,0,1,0
442,3,1,6347,5,18,730,410,20,5,0,1,0,0,0,0,0,0,1,0,0
443,1,1,5013,3,15,735,495,0,4,0,0,0,0,0,1,1,0,0,0,0
444,4,1,9663,6,9,280,1135,45,9,1,0,0,0,0,0,0,0,0,1,0
445,3,0,4823,4,6,1280,1105,55,2,0,0,1,0,0,0,1,0,0,0,0
446,1,2,13381,6,24,1155,1015,20,26,0,1,0,0,0,0,0,0,1,0,0
447,8,0,3543,6,1,720,585,15,2,0,0,0,0,1,0,0,1,0,0,0
448,4,1,9663,5,15,280,1135,45,9,1,0,0,0,0,0,0,0,0,1,0
449,4,1,7064,4,1,1190,1135,55,24,1,0,0,0,0,0,0,0,0,1,0
450,4,1,10262,6,9,1140,425,55,11,0,1,0,0,0,0,0,0,1,0,0
451,1,2,13013,6,1,1155,655,20,8,0,1,0,0,0,0,0,0,1,0,0
452,4,2,15339,6,27,755,1150,25,17,0,1,0,0,0,0,0,0,1,0,0
453,2,0,4937,4,18,870,700,50,2,0,0,1,0,0,0,1,0,0,0,0
454,3,1,6818,6,6,730,305,5,7,0,1,0,0,0,0,0,0,1,0,0
455,1,2,10441,5,18,1155,1320,15,21,0,1,0,0,0,0,0,0,1,0,0
456,4,1,5177,4,3,1140,840,0,5,0,1,0,0,0,0,0,0,1,0,0
457,3,0,3858,6,27,840,695,25,2,0,0,0,0,1,0,0,1,0,0,0
458,3,1,6534,5,18,135,1260,15,5,1,0,0,0,0,0,0,0,0,1,0
459,6,1,6795,6,15,90,620,10,15,0,1,0,0,0,0,0,0,1,0,0
460,6,1,9736,6,3,1155,450,45,11,0,1,0,0,0,0,0,0,1,0,0
461,4,0,7229,5,1,1370,1190,0,3,0,0,1,0,0,0,1,0,0,0,0
462,8,1,4957,4,24,1370,1075,55,4,0,1,0,0,0,0,0,0,1,0,0
463,3,0,7648,3,9,525,360,45,2,0,0,0,0,0,1,1,0,0,0,0
464,8,0,3873,6,15,1045,895,30,2,1,0,0,0,0,0,0,0,0,1,0
465,4,1,14388,5,12,280,1135,45,9,1,0,0,0,0,0,0,0,0,1,0
466,3,0,5618,3,6,1195,1035,40,2,1,0,0,0,0,0,0,0,0,1,0
467,6,1,7408,6,9,90,1140,30,6,0,1,0,0,0,0,0,0,1,0,0
468,0,1,13774,3,3,1335,1005,30,5,0,1,0,0,0,0,0,0,1,0,0
469,10,0,4668,5,3,580,420,40,2,0,0,1,0,0,0,1,0,0,0,0
470,4,2,13082,3,21,265,1100,5,34,0,1,0,0,0,0,0,0,1,0,0
471,1,1,8669,6,3,1155,230,25,15,0,1,0,0,0,0,0,0,1,0,0
472,3,1,6316,6,24,90,960,30,9,0,1,0,0,0,0,0,0,1,0,0
473,4,1,12583,3,6,265,1340,5,6,0,1,0,0,0,0,0,0,1,0,0
474,10,0,7923,3,9,1130,970,40,2,0,0,0,0,0,1,1,0,0,0,0
475,2,1,7378,3,3,770,420,50,5,0,1,0,0,0,0,0,0,1,0,0
476,10,0,4878,6,3,1335,1170,45,2,0,0,1,0,0,0,1,0,0,0,0
477,4,1,10844,5,18,1190,990,20,27,1,0,0,0,0,0,0,0,0,1,0
478,4,0,7229,4,3,680,500,0,3,0,0,1,0,0,0,1,0,0,0,0
479,8,1,6297,5,21,680,365,15,5,0,1,0,0,0,0,0,0,1,0,0
480,4,1,8529,6,12,720,1200,0,16,1,0,0,0,0,0,0,0,0,1,0
481,6,1,13727,5,18,1260,840,0,7,0,1,0,0,0,0,0,0,1,0,0
482,8,1,6643,5,24,1035,515,40,8,1,0,0,0,0,0,0,0,0,1,0
483,6,1,10197,5,9,1140,600,0,9,0,1,0,0,0,0,0,0,1,0,0
484,8,0,4911,4,21,40,1340,20,2,1,0,0,0,0,0,0,0,0,1,0
485,3,0,6482,3,6,455,315,20,2,0,0,0,0,1,0,0,1,0,0,0
486,4,1,26890,3,1,915,535,20,6,0,0,0,0,0,1,1,0,0,0,0
487,3,1,3717,5,18,1425,1160,25,4,1,0,0,0,0,0,0,0,0,1,0
488,3,0,3597,6,1,935,795,20,2,0,0,0,0,1,0,0,1,0,0,0
489,1,2,10846,3,18,1330,665,5,11,0,0,0,0,0,1,1,0,0,0,0
490,1,1,14069,3,1,1365,350,55,16,0,0,0,0,0,1,1,0,0,0,0
491,4,1,5177,4,1,755,1370,45,13,0,1,0,0,0,0,0,0,1,0,0
492,1,2,14641,3,6,460,355,45,25,0,1,0,0,0,0,0,0,1,0,0
493,3,1,6442,6,6,1350,515,55,13,0,1,0,0,0,0,0,0,1,0,0
494,1,1,5704,3,21,1380,1065,15,5,0,1,0,0,0,0,0,0,1,0,0
495,4,1,9663,5,6,560,845,15,19,1,0,0,0,0,0,0,0,0,1,0
496,4,1,14714,6,6,265,1255,30,7,0,1,0,0,0,0,0,0,1,0,0
497,4,1,5406,4,1,1140,600,0,9,0,1,0,0,0,0,0,0,1,0,0
498,10,1,8610,5,15,1220,1220,0,24,1,0,0,0,0,0,0,0,0,1,0
499,4,2,14237,6,12,755,1105,10,18,0,1,0,0,0,0,0,0,1,0,0
500,3,0,4823,6,9,605,430,55,2,0,0,1,0,0,0,1,0,0,0,0
501,3,0,2227,3,27,1295,1205,30,1,0,0,0,1,0,0,0,0,0,0,1
502,4,1,12373,5,18,265,425,20,21,0,1,0,0,0,0,0,0,1,0,0
503,1,1,8372,6,6,1155,780,15,6,0,1,0,0,0,0,0,0,1,0,0
504,4,1,17024,3,3,265,835,30,14,0,1,0,0,0,0,0,0,1,0,0
505,1,0,3100,5,27,1345,1265,20,1,0,0,0,1,0,0,0,0,0,0,1
506,4,1,14053,3,9,1185,410,55,12,0,1,0,0,0,0,0,0,1,0,0
507,3,0,3540,5,9,460,315,25,2,0,0,0,0,1,0,0,1,0,0,0
508,10,1,9345,5,21,1130,1220,30,22,1,0,0,0,0,0,0,0,0,1,0
509,4,2,10368,6,1,265,330,55,22,0,1,0,0,0,0,0,0,1,0,0
510,4,1,26890,3,1,745,420,25,5,0,0,0,0,0,1,1,0,0,0,0
511,8,0,5755,3,9,615,530,25,1,0,0,0,1,0,0,0,0,0,0,1
512,4,1,7832,3,21,970,535,15,7,0,0,0,0,0,1,1,0,0,0,0
513,4,1,14388,5,6,1245,505,20,12,1,0,0,0,0,0,0,0,0,1,0
514,1,2,8839,6,27,565,795,10,20,0,1,0,0,0,0,0,0,1,0,0
515,1,2,22096,3,3,1155,1320,15,21,0,1,0,0,0,0,0,0,1,0,0
516,10,0,3687,5,27,560,425,15,2,0,0,0,0,1,0,0,1,0,0,0
517,6,1,9627,5,15,1140,510,30,10,0,1,0,0,0,0,0,0,1,0,0
518,6,1,13542,3,21,95,690,5,14,0,1,0,0,0,0,0,0,1,0,0
519,3,0,4423,4,27,410,240,50,2,0,0,1,0,0,0,1,0,0,0,0
520,3,2,8899,3,3,1280,295,25,16,0,1,0,0,0,0,0,0,1,0,0
521,8,1,5583,4,21,680,365,15,5,0,1,0,0,0,0,0,0,1,0,0
522,0,1,6752,5,27,395,1005,50,13,0,1,0,0,0,0,0,0,1,0,0
523,8,0,3543,5,21,635,500,15,2,0,0,0,0,1,0,0,1,0,0,0
524,4,1,7832,3,21,915,480,15,7,0,0,0,0,0,1,1,0,0,0,0
525,1,2,10991,5,1,535,350,5,27,1,0,0,0,0,0,0,0,0,1,0
526,4,1,12898,5,27,755,540,35,27,0,1,0,0,0,0,0,0,1,0,0
527,4,1,12898,5,27,1140,840,0,5,0,1,0,0,0,0,0,0,1,0,0
528,2,0,3398,5,24,870,700,50,2,0,0,1,0,0,0,1,0,0,0,0
529,1,0,5201,4,24,480,310,50,2,0,1,0,0,0,0,0,0,1,0,0
530,1,2,13873,5,6,80,600,20,15,1,0,0,0,0,0,0,0,0,1,0
531,1,1,7384,6,15,1380,1060,20,5,0,1,0,0,0,0,0,0,1,0,0
532,4,1,10262,6,6,265,1095,10,10,0,1,0,0,0,0,0,0,1,0,0
533,4,1,10031,3,24,720,505,35,27,1,0,0,0,0,0,0,0,0,1,0
534,4,1,12384,5,6,1150,575,35,9,1,0,0,0,0,0,0,0,0,1,0
535,4,1,7757,5,9,1095,845,10,28,1,0,0,0,0,0,0,0,0,1,0
536,4,1,17261,3,6,685,1285,0,14,0,0,0,0,0,1,1,0,0,0,0
537,8,0,7298,3,1,725,570,35,2,0,0,0,0,1,0,0,1,0,0,0
538,4,0,7229,4,6,1090,915,55,2,0,0,1,0,0,0,1,0,0,0,0
539,3,0,4174,4,1,435,280,35,2,1,0,0,0,0,0,0,0,0,1,0
540,3,1,5699,5,18,1335,1055,40,4,1,0,0,0,0,0,0,0,0,1,0
541,1,0,4880,4,24,1005,855,30,2,1,0,0,0,0,0,0,0,0,1,0
542,1,1,15284,3,6,1155,480,15,11,0,1,0,0,0,0,0,0,1,0,0
543,4,1,13759,3,24,980,505,55,7,1,0,0,0,0,0,0,0,0,1,0
544,10,1,16092,3,24,1125,595,50,8,1,0,0,0,0,0,0,0,0,1,0
545,3,0,4392,3,9,465,380,25,1,0,0,0,1,0,0,0,0,0,0,1
546,4,1,10262,6,24,755,1255,40,15,0,1,0,0,0,0,0,0,1,0,0
547,8,0,3841,6,12,570,415,35,2,1,0,0,0,0,0,0,0,0,1,0
548,2,0,5048,6,1,640,465,55,2,0,0,1,0,0,0,1,0,0,0,0
549,1,1,11096,5,21,1225,420,25,13,1,0,0,0,0,0,0,0,0,1,0
550,3,1,5073,4,24,730,455,35,4,0,1,0,0,0,0,0,0,1,0,0
551,4,1,19828,3,3,265,595,30,18,0,1,0,0,0,0,0,0,1,0,0
552,10,0,3739,3,21,560,425,15,2,0,0,0,0,1,0,0,1,0,0,0
553,1,2,10598,3,9,1155,300,15,38,0,1,0,0,0,0,0,0,1,0,0
554,4,0,7229,6,15,1320,1135,5,3,0,0,1,0,0,0,1,0,0,0,0
555,10,1,8610,4,1,1130,1020,50,25,1,0,0,0,0,0,0,0,0,1,0
556,10,0,6216,5,9,1070,880,10,3,0,1,0,0,0,0,0,0,1,0,0
557,1,0,6961,6,9,970,800,50,2,0,0,1,0,0,0,1,0,0,0,0
558,4,1,10703,5,6,1265,575,30,11,1,0,0,0,0,0,0,0,0,1,0
559,4,1,14151,5,15,1415,1020,35,6,1,0,0,0,0,0,0,0,0,1,0
560,4,1,8586,5,9,605,390,35,27,1,0,0,0,0,0,0,0,0,1,0
561,3,0,4488,4,12,1375,1220,35,2,1,0,0,0,0,0,0,0,0,1,0
562,6,1,7408,6,15,90,1080,30,7,0,1,0,0,0,0,0,0,1,0,0
563,4,0,5443,4,18,855,660,15,3,0,1,0,0,0,0,0,0,1,0,0
564,4,1,10539,6,12,1150,575,35,9,1,0,0,0,0,0,0,0,0,1,0
565,6,1,7723,6,1,90,780,30,12,0,1,0,0,0,0,0,0,1,0,0
566,6,1,15411,3,6,1130,450,20,11,0,1,0,0,0,0,0,0,1,0,0
567,4,0,7229,5,21,610,430,0,3,0,0,1,0,0,0,1,0,0,0,0
568,3,0,4804,6,21,1375,1220,35,2,1,0,0,0,0,0,0,0,0,1,0
569,4,0,4050,3,3,265,175,30,1,0,0,0,1,0,0,0,0,0,0,1
570,4,1,14151,5,18,1150,1020,10,26,1,0,0,0,0,0,0,0,0,1,0
571,8,1,4957,4,6,1370,1075,55,4,0,1,0,0,0,0,0,0,1,0,0
572,1,0,7591,3,3,1435,1270,45,2,0,0,0,0,0,1,1,0,0,0,0
573,4,1,11134,3,24,1355,835,40,8,1,0,0,0,0,0,0,0,0,1,0
574,3,1,6600,5,27,730,305,5,7,0,1,0,0,0,0,0,0,1,0,0
575,1,0,4966,3,9,1435,1270,45,2,0,0,0,0,0,1,1,0,0,0,0
576,1,2,15481,6,1,460,410,50,24,0,1,0,0,0,0,0,0,1,0,0
577,8,0,5515,3,1,40,1340,20,2,1,0,0,0,0,0,0,0,0,1,0
578,4,1,14714,6,15,1140,480,0,11,0,1,0,0,0,0,0,0,1,0,0
579,2,1,4959,6,15,1175,635,0,9,0,1,0,0,0,0,0,0,1,0,0
580,4,0,7229,4,21,845,670,55,2,0,0,1,0,0,0,1,0,0,0,0
581,1,0,6094,5,15,1270,1085,5,3,0,1,0,0,0,0,0,0,1,0,0
582,0,0,4409,4,24,775,620,35,2,1,0,0,0,0,0,0,0,0,1,0
583,6,1,9794,5,18,1140,360,0,13,0,1,0,0,0,0,0,0,1,0,0
584,4,0,5678,4,3,260,175,25,1,0,0,0,1,0,0,0,0,0,0,1
585,3,1,6442,6,15,970,515,35,7,0,1,0,0,0,0,0,0,1,0,0
586,10,0,4878,5,18,580,420,40,2,0,0,1,0,0,0,1,0,0,0,0
587,4,1,12446,3,24,605,1270,55,12,1,0,0,0,0,0,0,0,0,1,0
588,4,2,16704,5,9,265,1385,20,29,0,1,0,0,0,0,0,0,1,0,0
589,4,1,9134,3,15,645,345,0,5,0,0,0,0,0,1,1,0,0,0,0
590,4,1,8586,5,15,280,1200,40,8,1,0,0,0,0,0,0,0,0,1,0
591,4,0,7229,6,1,610,430,0,3,0,0,1,0,0,0,1,0,0,0,0
592,4,0,6144,4,21,610,430,0,3,0,0,1,0,0,0,1,0,0,0,0
593,1,0,6961,5,18,765,600,45,2,0,0,1,0,0,0,1,0,0,0,0
594,4,1,10844,5,9,280,990,10,12,1,0,0,0,0,0,0,0,0,1,0
595,3,0,3597,5,21,1315,1175,20,2,0,0,0,0,1,0,0,1,0,0,0
596,8,1,7139,3,21,1095,620,55,7,0,0,0,0,0,1,1,0,0,0,0
597,1,2,25139,3,6,915,580,35,29,0,0,0,1,0,0,0,0,0,0,1
598,4,2,10368,6,1,755,580,55,26,0,1,0,0,0,0,0,0,1,0,0
599,1,1,5117,4,6,565,1240,45,12,0,1,0,0,0,0,0,0,1,0,0
600,6,1,9211,5,18,1155,700,35,7,0,1,0,0,0,0,0,0,1,0,0
601,8,0,4174,4,15,1180,1030,30,2,1,0,0,0,0,0,0,0,0,1,0
602,6,1,10786,5,27,1155,450,45,11,0,1,0,0,0,0,0,0,1,0,0
603,4,1,9134,3,15,460,480,40,23,0,0,0,0,0,1,1,0,0,0,0
604,4,2,13376,6,1,265,875,50,13,0,1,0,0,0,0,0,0,1,0,0
605,1,1,6955,3,21,650,1320,50,12,0,0,0,0,0,1,1,0,0,0,0
606,4,1,10844,5,9,1095,505,50,9,1,0,0,0,0,0,0,0,0,1,0
607,0,0,3807,4,1,1345,1195,30,2,1,0,0,0,0,0,0,0,0,1,0
608,4,1,9663,5,1,720,845,55,21,1,0,0,0,0,0,0,0,0,1,0
609,4,1,12373,5,9,265,135,10,26,0,1,0,0,0,0,0,0,1,0,0
610,8,0,4991,5,1,5,1270,55,2,0,0,1,0,0,0,1,0,0,0,0
611,1,1,6745,3,21,1155,1380,15,20,0,1,0,0,0,0,0,0,1,0,0
612,4,1,10262,6,15,1140,1370,10,20,0,1,0,0,0,0,0,0,1,0,0
613,4,1,6540,3,27,265,1050,55,10,0,1,0,0,0,0,0,0,1,0,0
614,8,0,3873,4,6,1180,1030,30,2,1,0,0,0,0,0,0,0,0,1,0
615,4,1,15554,5,9,1140,1310,10,21,0,1,0,0,0,0,0,0,1,0,0
616,3,0,4804,5,27,1375,1220,35,2,1,0,0,0,0,0,0,0,0,1,0
617,4,1,7438,3,27,1185,1385,40,20,0,1,0,0,0,0,0,0,1,0,0
618,0,0,6181,5,3,465,295,50,2,0,0,1,0,0,0,1,0,0,0,0
619,6,1,9424,5,1,90,1140,30,6,0,1,0,0,0,0,0,0,1,0,0
620,1,2,12725,3,12,1405,1045,0,30,0,0,0,0,0,1,1,0,0,0,0
621,1,1,6046,3,15,1285,495,10,13,0,0,0,0,0,1,1,0,0,0,0
622,8,0,3971,6,15,5,1270,55,2,0,0,1,0,0,0,1,0,0,0,0
623,4,1,12692,6,6,865,1225,0,18,1,0,0,0,0,0,0,0,0,1,0
624,3,1,7451,3,6,1340,860,0,8,0,1,0,0,0,0,0,0,1,0,0
625,4,1,13817,3,12,460,1375,45,8,0,0,0,0,0,1,1,0,0,0,0
626,4,1,10703,5,6,1325,575,30,12,1,0,0,0,0,0,0,0,0,1,0
627,4,1,13817,3,12,645,1285,20,13,0,0,0,0,0,1,1,0,0,0,0
628,4,1,27210,3,15,305,1375,10,6,0,0,0,0,0,1,1,0,0,0,0
629,4,1,13941,5,18,280,1270,30,7,1,0,0,0,0,0,0,0,0,1,0
630,1,1,10246,3,1,735,1020,15,19,0,0,0,0,0,1,1,0,0,0,0
